city,district,state,rainfall_intensity_mm_hr,raindrop_size_mm,rainfall_type,roof_area_m2,ph,tds,turbidity,harvestable,harvest_quantity_liters,rain_energy_joules
Mumbai,Mumbai,Maharashtra,14.243420590205673,1.4969268840642953,Storm,63.12697362967946,9.5,2500.0,2.5666227493192224,0,0.0,0.15184454333812816
Vijayawada,Krishna,Andhra Pradesh,42.925126546526855,3.9922397109855203,Heavy,80.7031182015789,6.956626228742872,2500.0,4.044010842300949,1,2944.562827276776,3.677983553829034
Kolkata,Kolkata,West Bengal,37.36131809156065,3.390933541416715,Heavy,65.78096264775674,7.751656689032416,2500.0,3.5579487230286113,1,2089.0139493741226,2.3666479621051546
Kolkata,Kolkata,West Bengal,56.57202198127198,2.8805138370741847,Heavy,62.57432427406805,8.007042339797643,2500.0,3.836152234693981,1,3008.9626410514456,4.6093891267713945
Vijayawada,Krishna,Andhra Pradesh,50.675761889389825,5.797644015119009,Heavy,72.1637598887352,6.304908850895628,2500.0,3.710411567162024,0,0.0,7.4442701216273095
Ahmedabad,Ahmedabad,Gujarat,46.799236370870666,2.8217330621291223,Moderate,178.5364287177014,6.3792281544897325,2500.0,4.485008238306317,0,0.0,3.090035469167687
Pune,Pune,Maharashtra,11.997483797950464,1.3031889777557935,Storm,143.06312067286737,5.5,2500.0,3.780248944450242,0,0.0,0.09379026148251843
Pune,Pune,Maharashtra,7.854162888766973,1.110323104491334,Storm,148.88014642381012,5.5,2500.0,3.0896550383800436,0,0.0,0.03424673626390834
Ahmedabad,Ahmedabad,Gujarat,46.522804874110676,1.9933067419383164,Moderate,187.59832899366376,5.5,2500.0,4.347616729334989,0,0.0,2.1571280252829843
Jaipur,Jaipur,Rajasthan,50.21097629524007,1.6952390723713577,Moderate,220.0240530890322,,2500.0,5.479230039094379,0,0.0,2.1369693318067156
Delhi,New Delhi,Delhi,4.080276941242096,1.5352596099698064,Storm,85.97539841820368,7.942215073163647,2500.0,4.514037075698102,1,298.18292032791385,0.012780007565524741
Jaipur,Jaipur,Rajasthan,47.526246118795896,1.9933039077675625,Moderate,211.88860353284335,,2500.0,4.750822493814613,0,0.0,2.2511816908327833
Kolkata,Kolkata,West Bengal,62.84719529694938,2.7768110844756335,Heavy,54.78427714276645,7.590972671891461,2500.0,4.413264854785465,1,2926.5824400745964,5.483882498436839
Jaipur,Jaipur,Rajasthan,52.89706320378783,1.6198352692659166,Moderate,218.6759051703993,,2500.0,4.844223656907543,0,0.0,2.266229962948775
Chennai,Chennai,Tamil Nadu,31.294993768666295,1.4003336671519437,Storm,141.8396554709257,5.5,2500.0,5.078147879034438,0,0.0,0.6857270373928407
Pune,Pune,Maharashtra,10.899962897765324,1.1041992558183238,Storm,142.33290505606115,5.5,2500.0,4.103632720906533,0,0.0,0.06559451023861441
Vijayawada,Krishna,Andhra Pradesh,73.23140050025198,4.909538991486799,Heavy,83.0547350925003,6.34905357737006,2500.0,3.225568117097408,0,0.0,13.164531180214599
Kolkata,Kolkata,West Bengal,38.38037560805876,2.7406776458274043,Heavy,52.70792844141009,7.346369631534682,2500.0,3.5213154083693414,1,1719.507577438402,2.0185820317755128
Jaipur,Jaipur,Rajasthan,51.17696330373939,1.9443157463931207,Moderate,175.12360396601832,,2500.0,5.637458964262678,0,0.0,2.546160771728485
Pune,Pune,Maharashtra,11.38963803160981,1.1476395120673542,Storm,137.37431216669444,5.5,2500.0,3.762426604919061,0,0.0,0.07443811053582697
Kolkata,Kolkata,West Bengal,37.720856733568944,2.442325146047005,Heavy,51.039179817133665,7.974952248426032,2500.0,4.058732353898282,1,1636.455351228818,1.7375470820895818
Delhi,New Delhi,Delhi,6.495172038131856,1.6801984292820171,Storm,74.45727677331017,7.325373331281385,2500.0,5.121840775157978,0,0.0,0.035441483829977825
Hyderabad,Hyderabad,Telangana,28.22676022561991,0.7035643833685818,Heavy,147.05977895802158,7.944017885690637,2500.0,4.416893261247382,1,3528.3679515586277,0.2802824587038121
Hyderabad,Hyderabad,Telangana,25.392458118019785,0.7065249173528041,Heavy,173.21677110513323,8.015983062266576,2500.0,4.692079593899192,1,3738.6396647818583,0.22777548333364447
Mumbai,Mumbai,Maharashtra,13.014525569752701,1.2967765364594954,Storm,62.81399606698172,9.5,2500.0,2.60953656683247,0,0.0,0.1098226275701215
Chennai,Chennai,Tamil Nadu,30.996738582859592,1.2085892169861654,Storm,123.40181347865423,5.5,2500.0,4.173879549941978,0,0.0,0.5806049320684108
Chennai,Chennai,Tamil Nadu,43.81230662953845,1.3653314929504623,Storm,132.51420666556712,5.5,2500.0,4.609461733059948,0,0.0,1.3103893332047911
Kolkata,Kolkata,West Bengal,58.20574821685216,2.334118318645393,Heavy,65.12536548467017,7.4182455564547665,2500.0,4.464581792882797,1,3222.070032041508,3.9538903758485677
Vijayawada,Krishna,Andhra Pradesh,52.700584226675964,4.834478575305665,Heavy,82.7874458837461,6.474135184095095,2500.0,3.238117911027304,0,0.0,6.713523349562433
Chennai,Chennai,Tamil Nadu,35.563512183394955,1.4745161097765163,Storm,128.13385273369525,5.5,2500.0,4.123277906432161,0,0.0,0.9324570033067758
Bengaluru,Bangalore Urban,Karnataka,43.76133874258971,3.9999015027039317,Moderate,132.81135070293595,8.446282618219511,2500.0,4.402795691346934,1,4940.202130926251,3.8300152232291036
Jaipur,Jaipur,Rajasthan,39.530129305393324,1.9162062140770393,Moderate,198.98204045179313,,2500.0,4.079058638273274,0,0.0,1.49716173400665
Vijayawada,Krishna,Andhra Pradesh,40.62444172308356,5.247849380324026,Heavy,91.8779005449671,6.5613825155841825,2500.0,3.4162525342961145,1,3172.6151538790405,4.3303816889446916
Mumbai,Mumbai,Maharashtra,11.42538783224536,1.3559726451719911,Storm,53.20734552711107,9.5,2500.0,3.1720899804231473,0,0.0,0.08850398682286614
Bengaluru,Bangalore Urban,Karnataka,44.61846182854179,4.979723639930919,Moderate,120.29436037288676,8.94449571276722,2500.0,3.9694723581511218,0,0.0,4.956834678704343
Pune,Pune,Maharashtra,9.421290939935698,1.4215399908370165,Storm,152.14965003043991,5.5,2500.0,3.709378894753139,0,0.0,0.06308845866222344
Bengaluru,Bangalore Urban,Karnataka,57.55040160810658,3.7449679155254154,Moderate,122.52887760105865,9.410308065219535,2500.0,4.6797535491732996,0,0.0,6.201758105367209
Vijayawada,Krishna,Andhra Pradesh,48.07965885357874,5.124866795246838,Heavy,89.73386706046026,6.625701641283104,2500.0,3.221498026870016,1,3667.217658497418,5.923458376785273
Vijayawada,Krishna,Andhra Pradesh,53.42090934443387,4.926583820812908,Heavy,69.55628796713295,5.993820917504641,2500.0,3.3642094259332955,0,0.0,7.029726578460296
Mumbai,Mumbai,Maharashtra,11.845097319843717,1.3358558823395725,Storm,63.69929194101685,9.5,2500.0,2.8949681004711745,0,0.0,0.09371451847501935
Jaipur,Jaipur,Rajasthan,49.64822117158517,1.5229579757249627,Moderate,196.9772655056048,,2500.0,4.786821899046268,0,0.0,1.8770044827987569
Jaipur,Jaipur,Rajasthan,30.463085343690874,1.8818245609476218,Moderate,198.6739933084262,,2500.0,5.955193953355125,0,0.0,0.873166190423765
Mumbai,Mumbai,Maharashtra,8.656620472620281,1.107717358247169,Storm,52.7978018198846,9.5,2500.0,3.4344576440833667,0,0.0,0.04150455104233171
Delhi,New Delhi,Delhi,3.9802122775694615,1.5530800896582873,Storm,66.60547827489377,7.585202433402895,2500.0,4.124762018367494,1,225.3383510256505,0.012302017103688946
Vijayawada,Krishna,Andhra Pradesh,53.00344279604177,5.33986452377553,Heavy,72.88930475514437,6.303069844729179,2500.0,3.459776995264513,0,0.0,7.500814110704663
Ahmedabad,Ahmedabad,Gujarat,42.11791385985664,2.3970455717238823,Moderate,176.44257040772897,5.5,2500.0,4.247215200631136,0,0.0,2.1260819437515672
Jaipur,Jaipur,Rajasthan,35.835262415973304,1.6024509771098092,Moderate,195.73175891791342,,2500.0,4.791449940232265,0,0.0,1.0289065567126652
Delhi,New Delhi,Delhi,3.974268761513708,2.055969548895596,Storm,69.00113819594932,7.638809855296094,2500.0,3.778927956674526,1,233.09470783489397,0.016236826445291026
Delhi,New Delhi,Delhi,5.4798426026036715,1.8549507619926875,Storm,75.51086871901694,7.706280016065729,2500.0,3.932324480201104,1,351.71952406116964,0.027850856739426822
Hyderabad,Hyderabad,Telangana,22.424249437218695,0.48012206812486463,Heavy,150.46955099734774,8.0440645314837,2500.0,3.674711702980106,1,2868.0417326302013,0.12071396187034752
Vijayawada,Krishna,Andhra Pradesh,70.42545734230521,4.97496533472658,Heavy,85.24734014248033,6.73852898016008,2500.0,4.064226880678925,1,5103.0454792368455,12.337279826199731
Jaipur,Jaipur,Rajasthan,53.30989395371778,1.4578410596240123,Moderate,170.6163521220632,,2500.0,5.800668090294681,0,0.0,2.0715519044699913
Hyderabad,Hyderabad,Telangana,28.429861861910812,0.5559326987682199,Heavy,181.5592848827466,7.4973665391005095,2500.0,4.963695737939603,1,4387.449580619227,0.22466826029809986
Mumbai,Mumbai,Maharashtra,14.266798836707597,1.3029556013635366,Storm,51.53468753321188,9.5,2500.0,3.600283750365575,0,0.0,0.13260280072055278
Kolkata,Kolkata,West Bengal,64.7933260016516,3.0802691332357948,Heavy,63.041734869667586,6.897175876252407,2500.0,3.7717294828242127,1,3471.9811272520496,6.465754579532491
Bengaluru,Bangalore Urban,Karnataka,53.250980082622306,3.747378724680839,Moderate,108.48427784749154,8.8658534791974,2500.0,4.565743093168099,0,0.0,5.313158867747058
Ahmedabad,Ahmedabad,Gujarat,47.0089545953404,2.135224832632939,Moderate,168.69533500018235,5.828142565957869,2500.0,3.3766318750588207,0,0.0,2.3592545567431844
Jaipur,Jaipur,Rajasthan,54.35629435280198,1.9789627397615126,Moderate,178.18208906044603,,2500.0,5.11224809768411,0,0.0,2.9235283203670783
Delhi,New Delhi,Delhi,5.354325638900793,2.0099465144060944,Storm,74.1009206383665,7.69802331382819,2500.0,5.585906470125966,0,0.0,0.028811380378648558
Jaipur,Jaipur,Rajasthan,51.01249180954483,2.14518882576037,Moderate,211.7970955508533,,2500.0,5.953090261569347,0,0.0,2.7911848970773874
Pune,Pune,Maharashtra,9.388329213008715,1.3197141702215984,Storm,129.32786983535448,5.604381350221546,2500.0,4.842235970301248,0,0.0,0.058160282149803365
Bengaluru,Bangalore Urban,Karnataka,32.02440833528953,4.581289824557338,Moderate,119.40594550018182,8.791957257154767,2500.0,4.927595503284996,0,0.0,2.3492000479227
Ahmedabad,Ahmedabad,Gujarat,45.38037325670482,2.473336782320839,Moderate,188.93039521461054,5.752844994314646,2500.0,4.397116807647614,0,0.0,2.5467680205067142
Bengaluru,Bangalore Urban,Karnataka,54.75098331666973,4.44277354625402,Moderate,116.9500933293279,8.980195943170292,2500.0,5.236780426104826,0,0.0,6.6589848750369285
Vijayawada,Krishna,Andhra Pradesh,66.33914563455937,4.704581836490846,Heavy,78.06478984210761,6.432394509692476,2500.0,2.886825207608108,0,0.0,10.352155333707348
Ahmedabad,Ahmedabad,Gujarat,31.938053508651763,2.8448594802591227,Moderate,166.08520827316613,5.521202415392406,2500.0,5.174330139292725,0,0.0,1.4509341822569533
Ahmedabad,Ahmedabad,Gujarat,29.499860325924267,2.9238704235886015,Moderate,176.85032822806465,5.5,2500.0,4.553412212948402,0,0.0,1.272237070619991
Kolkata,Kolkata,West Bengal,37.71803805732296,3.3847779156321325,Heavy,65.60573339155351,7.721995146699604,2500.0,3.751537231179785,1,2103.3416165150193,2.407677819150701
Ahmedabad,Ahmedabad,Gujarat,47.843023634525835,2.8322468293771244,Moderate,190.21990528308862,5.881015310609258,2500.0,4.752225084457953,0,0.0,3.241442643916629
Kolkata,Kolkata,West Bengal,44.89143502757743,2.4373609564165073,Heavy,66.72695082977164,7.729051709150248,2500.0,2.9877316961960902,1,2546.14829109859,2.4559347910445384
Delhi,New Delhi,Delhi,4.467472939007252,2.006100949185856,Storm,65.96798532699064,7.938423273643217,2500.0,4.837865870990201,1,250.50366089578444,0.02001919679194232
Pune,Pune,Maharashtra,11.188608482703456,1.5204926884165377,Storm,130.34723990780688,5.5,2500.0,3.499671123589776,0,0.0,0.09517140802201403
Vijayawada,Krishna,Andhra Pradesh,72.9575588572536,4.797404574842663,Heavy,89.04321815462427,6.353481191814714,2500.0,3.799244393658303,0,0.0,12.767825475068967
Pune,Pune,Maharashtra,9.448121402307317,1.1626413974490202,Storm,123.52264693428407,5.5,2500.0,3.762343603714523,0,0.0,0.051892753669430476
Delhi,New Delhi,Delhi,5.021435156678294,1.6294707422497636,Storm,81.33088077491438,7.194384363840858,2500.0,4.095742847146223,1,347.1380824397509,0.020543398424590773
Delhi,New Delhi,Delhi,5.283722816146979,1.5385754982666804,Storm,65.93541604245955,7.5208838380365135,2500.0,5.06704075248346,0,0.0,0.021476765209254612
Ahmedabad,Ahmedabad,Gujarat,29.320793959745064,2.412999831264543,Moderate,217.96908331359305,6.0601709670861865,2500.0,4.967459563116726,0,0.0,1.037238785813889
Mumbai,Mumbai,Maharashtra,13.489078391063744,1.5624700638975615,Storm,48.95739257068229,9.5,2500.0,4.016363851059843,0,0.0,0.14214980448491568
Pune,Pune,Maharashtra,12.677239685625324,1.166472251113074,Storm,156.71787039673777,5.5,2500.0,4.116471289777894,0,0.0,0.09373328103160092
Jaipur,Jaipur,Rajasthan,30.60931449504352,2.025475813662671,Moderate,182.81321463458733,,2500.0,5.115702465813661,0,0.0,0.948864662609016
Delhi,New Delhi,Delhi,4.808101513660249,1.9365746668999082,Storm,74.06508300409868,7.332202192412278,2500.0,4.039925785892331,1,302.69557204617206,0.022384711809131083
Delhi,New Delhi,Delhi,6.8269709557246285,2.1739900149834592,Storm,80.66397067807847,7.5123697941819705,2500.0,5.012797273715843,0,0.0,0.05066215506325329
Ahmedabad,Ahmedabad,Gujarat,27.40703069155122,2.477224375622727,Moderate,214.40495502471344,5.691648311694075,2500.0,4.907353728884401,0,0.0,0.9303777622000079
Hyderabad,Hyderabad,Telangana,28.29871297355656,0.48386681308332646,Heavy,176.35239155745487,7.862786927603982,2500.0,4.463258016408464,1,4241.963854251973,0.19374442255834592
Mumbai,Mumbai,Maharashtra,10.94565145440969,1.403010379016609,Storm,57.87337096752354,9.5,2500.0,3.733383686368329,0,0.0,0.08404543270254121
Hyderabad,Hyderabad,Telangana,20.12359530326882,0.5119245792914145,Heavy,186.48934607764707,7.552250871479296,2500.0,4.55555802095218,1,3189.9107095121403,0.1036542553593343
Delhi,New Delhi,Delhi,5.853095097863241,1.6444572019455528,Storm,79.66503902925646,7.535196300780294,2500.0,3.765310915561385,1,396.343992001241,0.028168501245873064
Kolkata,Kolkata,West Bengal,63.090558361544545,3.0087832057250052,Heavy,63.976939460477794,7.600326127632499,2500.0,3.743984606145555,1,3430.8897079006347,5.988108249074524
Hyderabad,Hyderabad,Telangana,27.89326281174849,0.6293755120293069,Heavy,192.54690019467148,8.205203080034542,2500.0,3.9513859580500923,1,4565.147097109856,0.24483780826852938
Delhi,New Delhi,Delhi,5.795803611538349,1.7740271522851059,Storm,75.8646504877593,7.491596487158698,2500.0,3.9194211276395046,1,373.7421229922925,0.029795974180436745
Pune,Pune,Maharashtra,10.378497198414175,1.5150988733079225,Storm,120.34431157865404,5.5,2500.0,4.184922795140643,0,0.0,0.08159807708424736
Hyderabad,Hyderabad,Telangana,21.316206739397305,0.5804878411666793,Heavy,176.30230744008955,7.7692780990212835,2500.0,5.140204266434625,0,0.0,0.13188122702747618
Vijayawada,Krishna,Andhra Pradesh,58.290381367392854,5.412912591587189,Heavy,84.87730656241216,6.134345850402695,2500.0,3.868745810266814,0,0.0,9.195912110742723
Ahmedabad,Ahmedabad,Gujarat,26.948741604872456,2.5806056286734833,Moderate,176.44813002088318,5.630204257664819,2500.0,4.042808182357878,0,0.0,0.9370626438423291
Delhi,New Delhi,Delhi,6.554028277970921,1.8352519783351626,Storm,75.93223644157402,7.443880052063403,2500.0,5.2343762521372765,0,0.0,0.03941688741910654
Hyderabad,Hyderabad,Telangana,27.03840919687023,0.5125971469293057,Heavy,152.09009411563497,7.629947328462726,2500.0,5.169980531079464,0,0.0,0.18737362617215803
Ahmedabad,Ahmedabad,Gujarat,31.2055151522374,2.7671853804060804,Moderate,213.37070543098835,5.703442899281963,2500.0,3.46743128561945,0,0.0,1.3473206676334857
Vijayawada,Krishna,Andhra Pradesh,43.653527733545445,5.171735684543174,Heavy,91.92966544720316,6.6719258497310445,2500.0,3.4021508163236946,1,3411.096070114782,4.927708586750823
Hyderabad,Hyderabad,Telangana,29.43650633842857,0.6822101132732732,Heavy,158.57532116283602,7.747049922330723,2500.0,3.9847073939596322,1,3967.717929548943,0.29557022815177136
Ahmedabad,Ahmedabad,Gujarat,41.188171203252594,2.334818012699862,Moderate,189.37246035153254,5.5,2500.0,3.386643301229197,0,0.0,1.9804690418691662
Chennai,Chennai,Tamil Nadu,37.6556040690745,1.718381510515055,Storm,153.32471087186778,5.5,2500.0,5.178053737916245,0,0.0,1.218284821167781
Hyderabad,Hyderabad,Telangana,24.426688972023957,0.6511526287453016,Heavy,178.62268042233177,8.139836087128634,2500.0,5.035590231049206,0,0.0,0.1942593841340324
Pune,Pune,Maharashtra,9.023028637606389,1.1484332976052665,Storm,146.1003446699131,5.5,2500.0,4.320787846161405,0,0.0,0.04674987475855515
Pune,Pune,Maharashtra,10.474632949211683,1.124871480711294,Storm,127.6317448235326,5.5,2500.0,4.394923770519952,0,0.0,0.061709288238640685
Bengaluru,Bangalore Urban,Karnataka,52.87773507474117,4.031161139932602,Moderate,128.14585959443218,8.939605371179564,2500.0,3.230405484920398,0,0.0,5.63567386174824
Delhi,New Delhi,Delhi,5.726353642040116,1.80257177104927,Storm,83.28449288419013,7.598690054290492,2500.0,5.496829456426284,0,0.0,0.029554179064638714
Ahmedabad,Ahmedabad,Gujarat,39.60429061009775,2.3966054400043664,Moderate,197.33012585062463,5.770313816740477,2500.0,4.729964794743819,0,0.0,1.8795376182788275
Pune,Pune,Maharashtra,9.100105054895602,1.3984571900224374,Storm,130.83830699493956,5.5,2500.0,3.5679066537870847,0,0.0,0.057904456885040395
Pune,Pune,Maharashtra,7.838249361785141,1.241077648125468,Storm,154.62563107378938,5.5,2500.0,3.687221739893604,0,0.0,0.03812475925090293
Jaipur,Jaipur,Rajasthan,39.63023143909367,1.6972356786830185,Moderate,201.69296369092376,,2500.0,3.88607891491177,0,0.0,1.3328011976585818
Ahmedabad,Ahmedabad,Gujarat,30.015027510925258,2.0061633722880776,Moderate,185.32093855175793,5.5287366934751425,2500.0,5.253399492820602,0,0.0,0.903678173311492
Mumbai,Mumbai,Maharashtra,11.943791842755804,1.452584497277095,Storm,51.335941370860944,9.5,2500.0,2.507739433986147,0,0.0,0.10360861324640643
Delhi,New Delhi,Delhi,6.132880466038648,2.069904986996851,Storm,69.7663971705168,7.212044677003761,2500.0,3.9091128109643027,1,363.688628234013,0.03892686378397139
Jaipur,Jaipur,Rajasthan,48.46236573834019,1.4746127025709324,Moderate,183.33697983471788,,2500.0,5.903725799544451,0,0.0,1.7316383550116548
Delhi,New Delhi,Delhi,4.279287277728926,2.0831203152098374,Storm,77.2697819482142,7.334712621777405,2500.0,4.597481706832872,1,281.06065561729906,0.01907336166303876
Jaipur,Jaipur,Rajasthan,33.798502233920395,1.6019452643058956,Moderate,213.4759628721299,,2500.0,5.0568600829675345,0,0.0,0.9149820780060329
Pune,Pune,Maharashtra,8.656066847243018,1.5364499811836827,Storm,155.07550319119076,5.5,2500.0,4.858867802419177,0,0.0,0.05756117280776032
Chennai,Chennai,Tamil Nadu,46.926153334137666,1.4843626089189064,Storm,158.26771031107333,5.5,2500.0,4.375196212638155,0,0.0,1.634330633119378
Kolkata,Kolkata,West Bengal,50.97824395622502,2.355695199380505,Heavy,68.62936660643777,7.4315445531548034,2500.0,4.064613700647793,1,2973.813904410559,3.060968383297791
Chennai,Chennai,Tamil Nadu,27.931908667094934,1.5674043295148066,Storm,120.62785009484017,5.5,2500.0,4.7521275559873475,0,0.0,0.6114377845497923
Delhi,New Delhi,Delhi,5.062175761583721,1.984282710417872,Storm,72.27363147840695,7.6682823652052035,2500.0,4.806666288046099,1,310.98255165088204,0.025424240768992044
Chennai,Chennai,Tamil Nadu,26.128403944008454,1.315686750428103,Storm,149.7055094266219,5.5,2500.0,3.458349734815752,0,0.0,0.4491053914489634
Delhi,New Delhi,Delhi,4.614583500207538,1.9783123343160658,Storm,75.5635142034804,7.387863003117148,2500.0,4.039134083024184,1,296.3900239819168,0.021063468173647546
Mumbai,Mumbai,Maharashtra,13.432800398636685,1.261473182239794,Storm,64.76452167487881,9.5,2500.0,2.6254811167851084,0,0.0,0.11381019032114628
Jaipur,Jaipur,Rajasthan,40.131360135007036,1.7744106237812316,Moderate,178.88495169901455,,2500.0,4.7719737642403155,0,0.0,1.4288672809469107
Jaipur,Jaipur,Rajasthan,32.338850845731436,1.9671952222621254,Moderate,169.83166173353172,,2500.0,5.526029321316795,0,0.0,1.0286476348463185
Pune,Pune,Maharashtra,13.238665953740387,1.0966828400395925,Storm,137.9264943970796,5.5,2500.0,4.024934037834999,0,0.0,0.09610356542645082
Chennai,Chennai,Tamil Nadu,28.380079676781115,1.5224877440897318,Storm,150.30305941269015,5.5,2500.0,5.509967133097027,0,0.0,0.6131278315907128
Kolkata,Kolkata,West Bengal,62.00999505956543,3.0405033439094815,Heavy,53.09049175712532,8.134427519678184,2500.0,4.477353232596551,1,2798.319961833854,5.845731759614953
Jaipur,Jaipur,Rajasthan,54.5176993180324,1.6227375638135,Moderate,172.72025780736666,,2500.0,4.388672316934669,0,0.0,2.411533692110928
Bengaluru,Bangalore Urban,Karnataka,43.403103278812026,4.826841115511816,Moderate,135.8499257968486,8.760705277866782,2500.0,4.5478536587163045,0,0.0,4.546472539074082
Kolkata,Kolkata,West Bengal,39.95002379685414,3.0734889318741425,Heavy,52.44107706302676,7.589830779539653,2500.0,3.440051394271044,1,1780.7689351104937,2.452650931415345
Chennai,Chennai,Tamil Nadu,44.94773357865976,1.5348762416628574,Storm,149.7401575104145,5.5,2500.0,4.4224892186145235,0,0.0,1.550454279178997
Delhi,New Delhi,Delhi,6.592356037451886,1.9868878612033098,Storm,71.29169946957843,7.857323610146808,2500.0,5.282912822209026,0,0.0,0.043174236867870266
Hyderabad,Hyderabad,Telangana,27.22110060700058,0.5221026193822543,Heavy,190.83256924210474,7.956116506790663,2500.0,3.886403046843312,1,4415.471681466976,0.19343597094667134
Kolkata,Kolkata,West Bengal,56.7317012351467,3.1823387523052644,Heavy,54.688055472698174,7.691654926761951,2500.0,3.1495802243641697,1,2637.1644605770057,5.121156241492291
Vijayawada,Krishna,Andhra Pradesh,69.97296538012671,4.884266194787984,Heavy,85.30950216052857,6.201883854497479,2500.0,2.8658843331531068,0,0.0,11.957210862518496
Hyderabad,Hyderabad,Telangana,28.35007894162277,0.5922167301665053,Heavy,146.48850314274074,7.7675987775656035,2500.0,4.654331342055153,1,3530.016533916327,0.2379902808355541
Pune,Pune,Maharashtra,10.19538886435001,1.0934116284964928,Storm,153.89145784328886,5.5,2500.0,4.441688264428319,0,0.0,0.05682785747148848
Vijayawada,Krishna,Andhra Pradesh,63.51537127486148,5.820246677878402,Heavy,85.88070829474826,6.496585283784166,2500.0,2.7714590373927703,0,0.0,11.740026523857063
Vijayawada,Krishna,Andhra Pradesh,41.923619166853676,5.550945825603995,Heavy,73.36808824114524,6.07646732125202,2500.0,3.2368589480168497,0,0.0,4.878143003969393
Ahmedabad,Ahmedabad,Gujarat,26.907715440952288,2.8385782816860057,Moderate,215.95458292118184,5.513912730707857,2500.0,4.193967657661151,0,0.0,1.02760103344884
Delhi,New Delhi,Delhi,6.677521328060352,1.6818418066398741,Storm,70.40790115513789,7.417692670754315,2500.0,4.733018096988764,1,399.6277223832886,0.037496066939024124
